STAR:010,2,AND32A,RW18B,AND,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,2,AND32A,RW18B,IDNIK,ZS,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AND32A,RW18B,D175V,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08860,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,AND32A,RW18B,JTN,ZS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,AND32A,RW18B,CGT,ZS,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,5,AND61A,RW18B,AND,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,AND61A,RW18B,DADAT,ZS,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AND61A,RW18B,SS207,ZS,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,AND61A,RW18B,SS206,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,AND61A,RW18B,JTN,ZS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,AND61A,RW18B,SS205,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,AND61A,RW18B,SS204,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,AND62A,RW18B,AND,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,AND62A,RW18B,SS213,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AND62A,RW18B,SS211,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,AND62A,RW18B,JTN,ZS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,AND62A,RW18B,SS205,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,AND62A,RW18B,SS204,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,AND71A,RW36B,AND,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,AND71A,RW36B,DADAT,ZS,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AND71A,RW36B,SS207,ZS,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08860,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,AND71A,RW36B,SS407,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,AND71A,RW36B,SF2,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,AND72A,RW36B,AND,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,AND72A,RW36B,SS213,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AND72A,RW36B,SS409,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,AND72A,RW36B,SF2,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,2,PUD21A,RW36B,PUD,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,PUD,ZS,D, , , , , ;
STAR:020,2,PUD21A,RW36B,D100O,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PUD21A,RW36B,D100B,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PUD21A,RW36B,CGT,ZS,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,PUD31A,RW18B,PUD,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,2,PUD31A,RW18B,D100Q,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:025,2,PUD31A,RW18B,D100N,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:026,2,PUD31A,RW18B,D100A,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:027,2,PUD31A,RW18B,CGT,ZS,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,5,PUD61A,RW18B,PUD,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,PUD,ZS,D, , , , , ;
STAR:020,5,PUD61A,RW18B,JTN,ZS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,PUD61A,RW18B,SS205,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,PUD61A,RW18B,SS204,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,PUD71A,RW36B,PUD,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,PUD71A,RW36B,SS205,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,PUD71A,RW36B,SS405,ZS,P,C,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,PUD72A,RW36B,PUD,ZS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,PUD72A,RW36B,SS403,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,PUD72A,RW36B,SS402,ZS,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,PUD72A,RW36B,SS401,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,PUD72A,RW36B,SF2,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,2,SAS21A,RW36B,SASAN,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,2,SAS21A,RW36B,D304W,ZS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SAS21A,RW36B,EKIMU,ZS,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,SAS21A,RW36B,CGT,ZS,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,SAS31A,RW18B,SASAN,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,2,SAS31A,RW18B,D304W,ZS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SAS31A,RW18B,EKIMU,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,5,SAS61A,RW18B,SASAN,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL164,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,SAS61A,RW18B,SS420,ZS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SAS61A,RW18B,SS204,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,SAS62A,RW18B,SASAN,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL164,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:030,5,SAS62A,RW18B,SS420,ZS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SAS62A,RW18B,POMOK,ZS,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SAS62A,RW18B,SS201,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,SAS71A,RW36B,SASAN,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL164,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:015,5,SAS71A,RW36B,SS420,ZS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08860,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,SAS71A,RW36B,EKIMU,ZS,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SAS71A,RW36B,SS406,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SAS71A,RW36B,SS205,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SAS71A,RW36B,SS405,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,2,SUP21A,RW36B,SUPAR,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:015,2,SUP21A,RW36B,D206K,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,2,SUP31A,RW18B,SUPAR,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,2,SUP31A,RW18B,JTN,ZS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SUP31A,RW18B,CGT,ZS,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,205,    ,   , , , , , , , , ;
STAR:010,5,SUP61A,RW18B,SUPAR,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,SUP61A,RW18B,SS210,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SUP61A,RW18B,SS208,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:035,5,SUP61A,RW18B,SS206,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SUP61A,RW18B,JTN,ZS,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SUP61A,RW18B,SS205,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,SUP61A,RW18B,SS204,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,SUP71A,RW36B,SUPAR,ZS,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11800, ,   ,    ,   ,SHA,ZS,D, , , , , ;
STAR:020,5,SUP71A,RW36B,SS210,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SUP71A,RW36B,SS208,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SUP71A,RW36B,SF2,ZS,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     ,-,210,    ,   , , , , , , , , ;
APPCH:010,A,D18L,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18L,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,0030,0080, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18L,CGT,D353J,ZS,P,C,EY  , ,   ,CF, ,SHA,ZS,D, ,      ,3530,0096,0870,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D18L,CGT,CD18L,ZS,P,C,EE B,R,   ,CF, ,SHA,ZS,D, ,      ,0030,0079,1830,0020,+,01810,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D18L,EKIMU,EKIMU,ZS,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18L,EKIMU,D353J,ZS,P,C,EY  , ,   ,CF, ,SHA,ZS,D, ,      ,3530,0096,0870,0095, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18L,EKIMU,CD18L,ZS,P,C,EE B,R,   ,CF, ,SHA,ZS,D, ,      ,0030,0079,1830,0020,+,01810,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D18L, ,CD18L,ZS,P,C,E  I, ,   ,IF, ,SHA,ZS,D, ,      ,0030,0079,    ,    ,+,01810,     ,11800, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D18L, ,FD18L,ZS,P,C,E  F, ,   ,CF, ,SHA,ZS,D, ,      ,0030,0049,1830,0030,+,01810,     ,     , ,   ,    ,   ,SHA,ZS,D, , ,0, ,S;
APPCH:025,D,D18L, ,11VOR,ZS,P,C,E S , ,   ,CF, ,SHA,ZS,D, ,      ,0030,0011,1830,0038,+,00600,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D18L, ,MD18L,ZS,P,C,E  M, ,   ,CF, ,SHA,ZS,D, ,      ,0030,0004,1830,0007, ,00366,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D18L, ,MD18L,ZS,P,C,E M , ,   ,FA, ,SHA,ZS,D, ,      ,0030,0004,1830,    ,+,01320,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D18L, ,CGT,ZS,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36L,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36L,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,1830,0103, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36L,CGT,D202G,ZS,P,C,EY  , ,   ,CF, ,JTN,ZS,D, ,      ,2020,0066,0930,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D36L,CGT,CD36L,ZS,P,C,EE B, ,   ,CF, ,SHA,ZS,D, ,      ,1860,0109,0060,0020,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36L,D175K,D175K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36L,D175K,CD36L,ZS,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36L,D192N,D192N,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36L,D192N,CD36L,ZS,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36L,D206K,D206K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36L,D206K,CD36L,ZS,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36L, ,CD36L,ZS,P,C,E  I, ,   ,IF, ,SHA,ZS,D, ,      ,1860,0109,    ,    ,+,01970,     ,11800, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36L, ,FD36L,ZS,P,C,E  F, ,   ,CF, ,SHA,ZS,D, ,      ,1860,0076,0060,0033,+,01810,     ,     , ,   ,    ,   ,SHA,ZS,D, , ,0, ,S;
APPCH:025,D,D36L, ,38VOR,ZS,P,C,E S , ,   ,CF, ,SHA,ZS,D, ,      ,1860,0038,0060,0038,+,00600,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D36L, ,MD36L,ZS,P,C,E  M, ,   ,CF, ,SHA,ZS,D, ,      ,1860,0035,0060,0003, ,00490,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D36L, ,SHA,ZS,D, ,V M , ,   ,CF, ,SHA,ZS,D, ,      ,0000,0000,0060,0035, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36L, ,SHA,ZS,D, ,V   , ,   ,FA, ,SHA,ZS,D, ,      ,0000,0000,0060,    ,+,01320,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D36L, ,CGT,ZS,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36R,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36R,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,1830,0103, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36R,CGT,D197G,ZS,P,C,EY  , ,   ,CF, ,JTN,ZS,D, ,      ,1970,0065,0930,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D36R,CGT,CD36R,ZS,P,C,EE B, ,   ,CF, ,SHA,ZS,D, ,      ,1830,0109,0030,0020,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36R,D175K,D175K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36R,D175K,CD36R,ZS,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36R,D192N,D192N,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36R,D192N,CD36R,ZS,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36R,D206K,D206K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,11800,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36R,D206K,CD36R,ZS,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36R, ,CD36R,ZS,P,C,E  I, ,   ,IF, ,SHA,ZS,D, ,      ,1830,0109,    ,    ,+,01970,     ,11800, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36R, ,FD36R,ZS,P,C,E  F, ,   ,CF, ,SHA,ZS,D, ,      ,1830,0078,0030,0031,+,01810,     ,     , ,   ,    ,   ,SHA,ZS,D, , ,0, ,S;
APPCH:025,D,D36R, ,40VOR,ZS,P,C,E S , ,   ,CF, ,SHA,ZS,D, ,      ,1830,0040,0030,0038,+,00600,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D36R, ,MD36R,ZS,P,C,E  M, ,   ,CF, ,SHA,ZS,D, ,      ,1830,0033,0030,0007, ,00376,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D36R, ,SHA,ZS,D, ,V M , ,   ,CF, ,SHA,ZS,D, ,      ,0000,0000,0030,0033, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36R, ,SHA,ZS,D, ,V   , ,   ,FA, ,SHA,ZS,D, ,      ,0000,0000,0030,    ,+,01320,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D36R, ,CGT,ZS,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0, ,S;
APPCH:010,A,I18LY,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18LY,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,0030,0080, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18LY,CGT,D353J,ZS,P,C,EY  , ,   ,CF, ,SHA,ZS,D, ,      ,3530,0096,0870,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I18LY,CGT,CI1LY,ZS,P,C,EE B,R,   ,CF, ,IPK,ZS,P,I,      ,0033,0105,1830,0020,+,01810,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18LY,EKIMU,EKIMU,ZS,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18LY,EKIMU,D353J,ZS,P,C,EY  , ,   ,CF, ,SHA,ZS,D, ,      ,3530,0096,0870,0095, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18LY,EKIMU,CI1LY,ZS,P,C,EE B,R,   ,CF, ,IPK,ZS,P,I,      ,0033,0105,1830,0020,+,01810,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I18LY, ,CI1LY,ZS,P,C,E  I, ,   ,IF, ,IPK,ZS,P,I,      ,0033,0105,    ,    ,J,01810,01810,11800, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I18LY, ,FF18L,ZS,P,C,E  F, ,   ,CF, ,IPK,ZS,P,I,      ,0033,0075,1830,0030,H,01810,01810,     , ,   ,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I18LY, ,RW18L,ZS,P,G,G  M, ,   ,CF, ,IPK,ZS,P,I,      ,0033,0019,1830,0055, ,00055,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I18LY, ,RW18L,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1826,0006,1830,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18LY, ,CGT,ZS,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18LZ,SS201,SS201,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
